gene,Patient_AKI7,Patient_AKI1,Patient_AKI2,Patient_AKI3,Patient_AKI4,Patient_AKI5,Patient_AKI11,Patient_AKI12,Patient_AKI6,Patient_AKI9,Patient_AKI10,Patient_AKI8,Patient_AKI13,Patient_AKI14,Patient_AKI15,Patient_AKI16,Patient_AKI17,Patient_AKI18,Patient_AKI19,Patient_AKI20,Patient_AKI21,Patient_AKI22,Patient_AKI23,Patient_AKI24,Patient_AKI25,Patient_AKI26,Patient_AKI27,Patient_AKI28,Patient_AKI29,Patient_AKI30,Patient_AKI31,Patient_AKI32,Patient_AKI33,Patient_AKI34,Patient_AKI35,Patient_AKI36,Patient_AKI37,Patient_AKI38,Patient_AKI39
CDON,511.4166667,22.875,15.0625,35.89583333,133.2083333,32.29166667,86.6875,56.47916667,73.72916667,92.45833333,105.375,76.25,0,0,133.6458333,59.91666667,338.0625,66.54166667,128.7083333,598.875,355.6666667,276.2708333,596.7291667,58.25,77.75,116.2708333,385.5,169.7708333,149.2083333,155.3541667,62.60416667,209.8333333,48.58333333,261.75,259.375,295.6458333,96.27083333,190.6666667,373.9583333
SLC14A2,210.125,35.20833333,21.41666667,194.0833333,7.645833333,27.66666667,26.64583333,9.166666667,6.416666667,80.79166667,14.70833333,5.25,0,122.0625,0,0,0,103.25,1300.770833,664.2291667,74.97916667,26.625,0,136.8333333,3.6875,85.58333333,98.22916667,148.875,66.08333333,277.6666667,12.02083333,237.7083333,0,0,14.8125,151.9791667,0,175.5625,81.52083333
C15orf41,18.375,16.3125,183.4583333,30.66666667,63.625,45.75,168.3125,34,59.33333333,56.5625,67.08333333,60.89583333,27.39583333,97.04166667,0,0,0,33.5,46.64583333,187.8541667,17.875,8.791666667,0,40.1875,10.875,0,180.4166667,193.1666667,265.875,0,175.7708333,9.104166667,0,87.20833333,37.04166667,151.9791667,45.33333333,35,2.416666667
KCNQ5,13.02083333,0,0,9.625,7.645833333,32.29166667,935.6458333,4.479166667,11.75,5.208333333,4.020833333,22.97916667,0,0,485.5416667,0,0,121.4166667,55.20833333,428.4791667,108.4791667,26.625,1225.479167,3.708333333,54.70833333,3.125,324.6666667,898.3333333,114.8958333,195.7291667,235.0833333,87.4375,230.9791667,183.7291667,10.35416667,92.8125,39.16666667,126.9791667,60.45833333
FBXW9,164.4583333,43,46.875,48.27083333,21,19.97916667,28.04166667,57.54166667,22.70833333,31.33333333,24.35416667,15.91666667,39.10416667,0,276.1041667,0,0,19.0625,19.0625,94.1875,5.3125,112.5208333,0,34.6875,43.52083333,3.125,6.1875,46.22916667,957.5,0,370.1666667,53.64583333,0,0,69.45833333,25.66666667,21.6875,8.4375,32.47916667
KDELC2,185.75,159.25,78.4375,160.6458333,92.91666667,60.72916667,146.3333333,108.75,155.6666667,207.4583333,152.6666667,234.1666667,210.2291667,0,0,514.2708333,0,19.0625,63.5,19.47916667,117.375,595.625,0,124.0416667,219.5833333,36.64583333,19.3125,14.39583333,348.2708333,18.16666667,117.2083333,165.9791667,23.5625,87.20833333,20.79166667,112.2708333,140.0416667,160.875,70.83333333
RNF126,154.7708333,37.10416667,100.4375,70.33333333,148.4375,122.7291667,208.3958333,181.625,116.9375,102.6666667,94.52083333,86.20833333,120.5208333,122.0625,0,49.5,544.2916667,49.35416667,447.0208333,209.0416667,142.5,11.70833333,888.4791667,192.7916667,24.375,59.64583333,193.2916667,14.39583333,204.4583333,59.20833333,0,209.8333333,48.58333333,87.20833333,165.25,0,259.2291667,222.5625,170.0625
LPAL2,60.97916667,28.91666667,0,7.854166667,13.10416667,0,14.16666667,17.60416667,8.166666667,16.77083333,21.0625,15.91666667,15.125,0,0,0,0,0,14.08333333,11.08333333,59.91666667,15.85416667,708.9791667,7.270833333,102.8958333,150.9791667,773.625,0,517.8958333,676.5,12.02083333,12.64583333,0,0,448.6875,170.6458333,11.89583333,47.72916667,81.52083333
LINC01580,2.666666667,0,0,1.104166667,0,0,5.583333333,0,0,3.4375,2.020833333,0,0,0,436.7291667,0,0,0,3.8125,59.45833333,0.854166667,89.95833333,0,0,10.875,47.375,4.416666667,0,0,3.75,0,0,0,0,28.33333333,0,0,4.541666667,20.16666667
C5AR1,2.666666667,137.7708333,51.33333333,7.0625,35.29166667,21.1875,5.583333333,47.72916667,39.625,33.89583333,26.02083333,18.8125,0,0,194.9375,92.72916667,230.6458333,49.35416667,0,0,8.895833333,3.520833333,58.91666667,34.6875,3.6875,27.20833333,0,14.39583333,0,48.85416667,62.60416667,0,230.9791667,0,95.60416667,12.52083333,72.35416667,143.7916667,6.3125
KCNJ6,68.64583333,0,0,2.3125,0,0,10.77083333,2.375,3.395833333,1.791666667,5.916666667,4.0625,0,0,0,0,0,0,0,0,27.125,8.791666667,0,0,54.70833333,822.8541667,19.3125,486.8541667,97.97916667,182.1666667,117.2083333,47.5625,0,0,20.79166667,190.7083333,0,14.89583333,8.416666667
TIMM23B,174.5208333,19.54166667,201,45.52083333,179.4166667,56.95833333,239.4791667,84.16666667,61.4375,99.75,103.3958333,94.35416667,27.39583333,0,314.8125,135.0625,0,33.5,0,5.145833333,38.875,0,0,198.3333333,0,5.375,8.520833333,0,0,0,22.375,0,153.6875,140.2916667,20.79166667,404.375,105.4583333,143.7916667,1.520833333
PIP5K1A,341.6666667,448.4791667,396.6875,396.6875,378.375,386.1875,348.9791667,448.1875,472.1458333,514,586.2083333,380.3125,513.7291667,420.1041667,1804.270833,374.8333333,253.2291667,252.1666667,366.5833333,43.70833333,740.3333333,302.8958333,104.125,594.0833333,551.2708333,185.3958333,559.9166667,425.375,140.7291667,456.5208333,301.2708333,60.125,364.9583333,689.7916667,745.8541667,210.0416667,439.8333333,889.2083333,1215.125
RNVU1-14,3.520833333,0,17.64583333,4.854166667,18.77083333,134.3541667,0,4.479166667,10.04166667,15.77083333,26.5625,2.5,39.10416667,114.6458333,41.29166667,49.5,0,0,9.979166667,5.145833333,1.604166667,1.354166667,104.125,13.9375,6.666666667,19.29166667,19.3125,0,23.9375,3.75,267.1875,6.020833333,23.5625,87.20833333,2.75,0,0,0,0
MTF2,117.4166667,551.7916667,193.8333333,309.4375,348.4375,245.1458333,223.7708333,334.8333333,330.3958333,267.8958333,391.8333333,416.4375,361.625,672.5833333,123.8125,226.875,156.7916667,233.8541667,80.95833333,321.1875,90.58333333,89.95833333,139.2916667,335.8125,294.9375,27.20833333,47.54166667,14.39583333,0,397.0833333,62.60416667,191.0833333,337.5625,517.5625,109.0625,170.6458333,249.3333333,332.0416667,60.45833333
TTC26,16.9375,113.0416667,133.7916667,143.375,135.3333333,53.9375,67.02083333,129.8333333,148.4791667,144.5625,173.9791667,106.3333333,143.5833333,254.8541667,0,214.9791667,0,19.0625,46.64583333,251.4791667,117.375,89.95833333,1101,127.3333333,54.70833333,301.7916667,180.4166667,486.8541667,23.9375,324,0,47.5625,0,140.2916667,180.1875,365.1041667,193.1041667,35,81.52083333
POP5,117.4166667,44.8125,74.125,33.27083333,26.35416667,21.1875,64.29166667,64.875,95.60416667,57.6875,38.54166667,25.1875,85.4375,194.125,0,233.1875,0,85.02083333,390.5625,94.1875,117.375,59.64583333,0,48.875,0,0,19.3125,46.22916667,23.9375,48.85416667,12.02083333,6.020833333,102.2916667,295.2083333,7.0625,25.66666667,48.89583333,143.7916667,15.47916667
ARHGAP10,556,360.4583333,342.5416667,269.2708333,994.5208333,195.8125,543.2083333,157.5,192.6041667,904.0416667,303.1666667,404.25,650.25,567.8333333,632.2916667,919.7291667,374.3125,798.4583333,484.7916667,30.66666667,53.08333333,416.25,58.91666667,230.6458333,252.625,132.9375,218.125,457.0833333,704.6666667,569.3125,35.0625,614.1875,466.8125,87.20833333,394.7916667,132.5833333,268.9375,269.2708333,439.3333333
TMEM51-AS1,39.25,96.20833333,265.3541667,171.9375,109.9375,211.125,10.77083333,185.7291667,149.5833333,181.7083333,204.6875,165.2916667,62.91666667,254.8541667,963.0416667,238.8541667,0,8.625,71.95833333,111.5833333,259.8958333,187.3958333,624.6041667,218,207.8125,116.2708333,637.6041667,46.22916667,827.7083333,307.7291667,813.125,805.0416667,102.2916667,0,196.5625,321.0416667,173.1875,160.875,455.2916667
MAGI2-AS3,717.7083333,297.5833333,325.25,333.3333333,510.5208333,285.5833333,212.0416667,289.5833333,302.5833333,1325.729167,500.1666667,328.5208333,859.5833333,1146.895833,447.9791667,887.9791667,507.6041667,546.8333333,472.4166667,375.7083333,134.1458333,199,223.3541667,369.7916667,351.8541667,651.6458333,354.0625,337.2083333,97.97916667,660.5416667,132.1458333,35.70833333,364.9583333,0,213.2291667,341.6666667,713.3541667,408.0416667,282.7916667
SPIN4,7.5,41,60,7.854166667,78.10416667,79.54166667,17.1875,27.0625,45.70833333,67.66666667,45.72916667,42.75,120.5208333,156.375,0,59.91666667,0,0,6.625,5.145833333,32.75,2.395833333,0,86.33333333,6.666666667,3.125,8.520833333,46.22916667,0,24.04166667,0,0,102.2916667,0,2.75,0,69.125,0,1.520833333
PHKG1,43.58333333,12.14583333,0,34.54166667,0,0,898.3333333,13.75,17.3125,9.375,8.229166667,22.97916667,15.125,0,147.3125,183.625,0,103.25,80.95833333,94.1875,117.375,15.85416667,104.125,26.60416667,114.1875,116.2708333,121.2708333,169.7708333,386.1875,441.8541667,0,126.9791667,75.625,0,4.604166667,132.5833333,136.7708333,47.72916667,143.8125
ACSS1,629.0416667,297.5833333,436.1458333,661.75,410.2083333,426.7291667,731.9166667,804.7083333,949.2916667,481.1041667,353.25,488.3333333,650.25,1053.604167,421.4791667,820.8958333,0,271.4166667,546.8333333,945.9583333,289.9166667,124.2083333,248.0208333,1289.625,499.9375,185.3958333,879.25,865.8333333,1090.3125,210.6458333,510.3958333,493.8958333,337.5625,450.5,1142.375,92.8125,586.6875,469.6041667,156.9166667
RPA2,63.33333333,157.375,52.6875,95.10416667,39.04166667,155.5208333,266.5625,140.7708333,103.0833333,151.5208333,84.89583333,119.0208333,120.5208333,0,108,0,0,19.0625,55.20833333,19.47916667,289.9166667,150.3958333,0,153.8125,138.6666667,85.58333333,11.20833333,0,23.9375,142.4166667,161.9583333,16.39583333,444.4583333,0,95.60416667,0,120.0208333,23.52083333,81.52083333
VNN1,7.5,37.10416667,13.27083333,9.625,19.85416667,0,0,4.479166667,18.20833333,6.708333333,13.5625,2.5,108.9791667,0,91.83333333,49.5,2057.5625,19.0625,25.14583333,5.145833333,14.4375,137.2708333,708.9791667,0,33.52083333,3.125,206.375,64.89583333,278.3958333,59.20833333,0,126.9791667,23.5625,0,46.97916667,0,32.91666667,14.89583333,8.416666667
SLC1A5,589.9375,189.8958333,431.7083333,139.0833333,473.6666667,227.2708333,33.1875,335.9791667,344.1666667,306.3958333,244.8541667,162.1041667,403.5,114.6458333,0,238.8541667,338.0625,843.5625,90.33333333,1301.666667,3788.458333,20.79166667,104.125,151.1458333,196.4166667,280.7083333,6.1875,193.1666667,1993.291667,182.1666667,205.4583333,614.1875,490.2916667,87.20833333,259.375,548.4375,372.2916667,77.89583333,642.5625
PTPN20,16.9375,0,0,77.5625,119.9375,34.52083333,95.85416667,44.20833333,46.58333333,30.54166667,11.97916667,34.20833333,96.6875,357.0208333,0,0,0,0,14.08333333,0,3.25,112.5208333,0,0,0,0,19.3125,0,265.875,0,12.02083333,60.125,153.6875,0,20.79166667,12.52083333,4.791666667,143.7916667,2.416666667
C1orf115,1037.125,148.75,302.4375,367.625,1207.770833,314.8958333,228.9791667,282.4583333,517.3333333,373.8333333,320,445.375,382.8541667,518.5833333,156.5833333,0,944.3541667,570.4791667,424.5625,509.3958333,441.9791667,845.7708333,269.0208333,232.625,413.8958333,679.4583333,281.9166667,46.22916667,140.7291667,338.8958333,675.2708333,191.0833333,75.625,87.20833333,745.8541667,251.7708333,372.2916667,537.1458333,129.6458333
DCHS2,240.8333333,58.02083333,0,37.1875,0,0,41.5625,11.22916667,2.6875,24.16666667,74.08333333,64.875,62.91666667,0,59.16666667,152.3541667,0,8.625,634.5416667,722.625,134.1458333,250.5,832,31.70833333,77.75,986.25,727.875,310.5833333,323.6875,182.1666667,252.375,74,0,0,429.6875,57.04166667,93.125,126.9791667,267.6666667
HIST1H2AH,0,0,52.6875,0.4375,10.6875,0,12.47916667,13.75,12.72916667,10.45833333,15.85416667,11.04166667,0,0,0,0,0,0,0,0,270.7083333,42.10416667,0,7.270833333,6.666666667,19.29166667,1.770833333,46.22916667,49.25,9.333333333,89.33333333,47.5625,0,0,0,57.04166667,3.375,23.52083333,0
CCDC155,84.0625,33.39583333,0,12.54166667,0,0,0,0,0,3,11.33333333,41.85416667,0,0,189.9583333,0,0,141.0833333,31.52083333,209.0416667,108.4791667,315.9791667,708.9791667,0,0,100.7083333,229.4166667,240.1875,0,59.20833333,0,275.3958333,128.6041667,0,82.27083333,404.375,0,35,60.45833333
VEGFB,960.9375,211.5833333,143.7916667,174.0833333,152.5,198.5416667,966.2291667,208.7083333,366.125,221.0416667,167.6875,185.4375,382.8541667,106.4583333,52.22916667,612.9583333,984.6666667,367.4583333,199.875,76.6875,458.8541667,187.3958333,0,558.9166667,351.8541667,116.2708333,254.6875,46.22916667,373.4583333,210.6458333,22.375,692,179.0625,0,310.3958333,341.6666667,255.75,237.5,32.47916667
CCNB1,0,246.9791667,106.1875,33.27083333,19.85416667,49.20833333,25.35416667,112.125,29.41666667,32,53.5625,49.70833333,0,0,0,0,0,121.4166667,461.4583333,43.70833333,1364.625,112.5208333,58.91666667,40.1875,6.666666667,185.3958333,77.04166667,29.0625,213.125,0,12.02083333,35.70833333,0,87.20833333,229.5625,0,9.770833333,109.9375,4.645833333
CD1A,2.333333333,0,0,2.3125,0,0,0,0,0,3.875,5.916666667,3.041666667,0,0,0,0,318.6458333,0,3.8125,0,17.875,263.9375,0,3.708333333,24.375,185.3958333,4.416666667,0,0,6.125,0,6.020833333,0,0,69.45833333,0,0,14.89583333,225.2708333
MIR4442,16.9375,6.854166667,13.27083333,4.270833333,10.6875,31.125,30.45833333,18.6875,15.5,17.1875,16.97916667,26.89583333,27.39583333,0,0,0,0,0,3.8125,0,0,0,0,42.95833333,138.6666667,8.458333333,1.770833333,0,0,0,0,0,0,0,0,0,14.27083333,4.541666667,3.416666667
MAN2B1,397.7708333,694.0208333,279.8333333,305.4375,362.1041667,648.5,117.5833333,365.6875,414.6875,428.1875,281.1041667,562.0833333,176.8958333,78.875,509.75,218,253.2291667,672.3125,412.7291667,664.2291667,142.5,566.9791667,316.8958333,268.0416667,252.625,150.9791667,218.125,29.0625,196.25,104.7708333,317.7916667,142.3125,102.2916667,0,360.4583333,274.2083333,596.5833333,549.8541667,658.5625
RAB3A,15.66666667,58.02083333,13.27083333,20.3125,30.02083333,0,132.7291667,35.16666667,81.04166667,16.77083333,12.9375,2.5,50.41666667,0,0,0,0,0,19.0625,5.145833333,90.58333333,0,0,11.54166667,77.75,222.9375,193.2916667,0,399.5625,24.04166667,48.41666667,692,0,0,0,12.52083333,14.27083333,14.89583333,50.25
COX14,174.5208333,115.1458333,142.7708333,157.8125,79.41666667,243.625,305.8958333,112.125,121.4583333,68.08333333,82.79166667,60.125,120.5208333,273.1458333,943.3125,108.6041667,230.6458333,330.1875,19.0625,30.66666667,17.875,78.70833333,386.3541667,63.60416667,150.1666667,301.7916667,168.75,14.39583333,41.16666667,548.7916667,62.60416667,6.020833333,128.6041667,423,95.60416667,190.7083333,45.33333333,47.72916667,6.3125
CLN6,30.85416667,136.1875,55.5625,76.29166667,169.4791667,0,76.75,91.5,54.29166667,64.60416667,98,81.20833333,252.9583333,225,0,67.60416667,0,66.54166667,99.25,251.4791667,11.29166667,212.0416667,104.125,52,16.89583333,116.2708333,4.416666667,169.7708333,348.2708333,3.75,0,209.8333333,0,261.75,14.8125,25.66666667,120.0208333,143.7916667,41.125
RSPH14,5.520833333,62.16666667,15.0625,22.60416667,15.3125,0,0,20,20.89583333,4.895833333,7.8125,1.145833333,0,0,79.10416667,87.04166667,0,66.54166667,19.0625,111.5833333,45.33333333,2.395833333,0,16.27083333,0,5.375,339.1875,126.0625,0,0,12.02083333,0,0,0,0,12.52083333,0,8.4375,70.83333333
WIPF1,472.9166667,713.3541667,213.5208333,266,226.1875,889.6041667,136.9375,194.0833333,423,434.7083333,406.5625,1028.9375,243.0208333,156.375,1351.458333,226.875,544.2916667,652.4791667,333.3333333,148.3333333,196.25,887.5833333,198.7083333,540.125,719.5833333,3.125,446.4375,169.7708333,14.20833333,167.7708333,388.8541667,1002.541667,466.8125,830.5208333,196.5625,897.75,795.0208333,668.25,312.6458333
ASTE1,13.02083333,22.875,57.85416667,42.41666667,30.02083333,22.22916667,77.29166667,24.70833333,28.58333333,26.52083333,63.6875,26.89583333,50.41666667,318.4583333,0,0,0,8.625,38.66666667,30.66666667,82.3125,124.2083333,0,23.6875,54.70833333,85.58333333,4.416666667,0,74.3125,92.47916667,175.7708333,30.20833333,48.58333333,0,7.0625,190.7083333,109.2291667,14.89583333,6.3125
GABRG3,16.9375,0,17.64583333,11.52083333,0,52.9375,0,4.479166667,1.1875,4.583333333,8.770833333,3.041666667,0,0,0,0,0,177.1875,38.66666667,19.47916667,11.29166667,112.5208333,0,7.270833333,54.70833333,3.125,4.416666667,0,89.95833333,249.25,0,0,0,0,2.75,0,7.895833333,94.1875,6.3125
SECTM1,70.875,8.854166667,45.85416667,60.3125,23.47916667,322.6875,7.5625,91.5,105.6875,20.75,173.3541667,22.10416667,15.125,0,533.2291667,659.9791667,0,0,46.64583333,11.08333333,1.604166667,11.70833333,248.0208333,9.354166667,43.52083333,100.7083333,133.6458333,0,132.0625,115.75,12.02083333,174.0833333,205.0416667,183.7291667,46.97916667,0,6.25,47.72916667,343.5416667
MIR143HG,526.75,225.1666667,368,228.625,230.6041667,37.8125,101.2708333,129.8333333,72.79166667,1418.520833,268.7916667,508.1041667,569.5625,2267.375,59.16666667,1775.1875,0,426.7291667,63.5,695.75,32.75,401.875,248.0208333,238.375,804.7083333,12.95833333,98.22916667,29.0625,204.4583333,224.0625,0,0,1206.791667,87.20833333,37.04166667,170.6458333,1557.0625,222.5625,41.125
PHKA2,511.4166667,229.6666667,178.1041667,351.6458333,359.2291667,328.0416667,321.5625,248.8958333,242.375,296.1875,298.5416667,236.75,382.8541667,114.6458333,399.2291667,87.04166667,230.6458333,121.4166667,424.5625,1151.895833,469.4375,6.5625,139.2916667,381.875,196.4166667,168.7708333,168.75,457.0833333,168.0416667,3.75,117.2083333,294.5416667,230.9791667,140.2916667,20.79166667,569.5625,331.3958333,109.9375,25.60416667
MACROD2,28.91666667,79.77083333,94.35416667,110.6875,125.9583333,182.3958333,110.8958333,180.6875,126.7708333,121.9375,90.27083333,76.85416667,85.4375,0,854.7916667,520.6666667,0,85.02083333,3.8125,76.6875,214.25,3.520833333,58.91666667,112.875,207.8125,85.58333333,463.5416667,126.0625,254.5625,249.25,102.5,74,128.6041667,1331.645833,585.0833333,776.2916667,149.7916667,94.1875,373.9583333
LOC101928979,0,0,0,5.354166667,0,0,0,4.479166667,1.895833333,12.22916667,1.708333333,0,0,0,0,0,0,0,55.20833333,0,6.916666667,401.875,0,0,0,3.125,31.85416667,84.35416667,14.20833333,39.95833333,0,67.25,0,0,0,0,0,35,0
MAP6,138.8958333,26.8125,70.0625,104,59.83333333,123.5625,32.02083333,110.8333333,75.6875,153.125,72.52083333,83.10416667,210.2291667,204.875,0,1012.583333,156.7916667,233.8541667,189.5,43.70833333,177.9166667,50.3125,521.7916667,97.625,43.52083333,36.64583333,77.04166667,0,114.8958333,31.14583333,0,346.1041667,102.2916667,140.2916667,69.45833333,151.9791667,79.02083333,94.1875,81.52083333
RNF139-AS1,9.9375,0,74.125,17.72916667,13.10416667,0,33.1875,26,14.47916667,30.20833333,7.8125,27.83333333,0,0,0,0,0,8.625,9.979166667,76.6875,17.875,15.85416667,496.7291667,63.60416667,6.666666667,59.64583333,3.0625,105,0,70.375,930.2916667,264.6041667,0,0,20.79166667,0,42.3125,4.541666667,0
SAP30BP,517.5625,290.3958333,581.75,572.2916667,575.5625,409.9583333,400.6666667,570.2708333,773.625,584.1875,577.2083333,482.4791667,437.2291667,318.4583333,97.58333333,1091.833333,881.5833333,330.1875,247.2708333,458.4166667,299.9375,187.3958333,104.125,671.2083333,634,324.0625,755.4375,699.1041667,300.1666667,307.7291667,692.8958333,41.64583333,102.2916667,360.375,28.33333333,450.9583333,522.4375,511.1458333,296.6041667
USF2,551.7916667,568.7708333,323.0416667,492.3125,348.4375,771.3958333,1165.4375,498.9583333,837.5833333,520.1666667,464.1666667,592.8958333,569.5625,386.0625,266.1666667,621.7916667,0,388.0833333,658.2083333,348.2708333,279.8333333,887.5833333,139.2916667,754,875,85.58333333,31.85416667,216.4791667,647.7291667,397.0833333,48.41666667,126.9791667,337.5625,1529.583333,325.5416667,295.6458333,681.0833333,668.25,225.2708333
ATAD3B,216.6458333,277.9166667,296.6041667,183.7291667,179.4166667,42.39583333,65.27083333,280.8333333,295.3125,227.3541667,145.3125,128.4375,763.5416667,386.0625,325.6458333,0,438.4583333,49.35416667,25.14583333,30.66666667,186.6041667,26.625,0,498.8333333,252.625,1745.145833,87.39583333,126.0625,0,104.7708333,0,118.875,179.0625,423,95.60416667,658.2083333,359.6875,511.1458333,170.0625
COL17A1,122.75,21.04166667,0,108.1458333,0,16.22916667,5.583333333,13.75,43.08333333,8.354166667,56.02083333,51.5625,27.39583333,0,128.7083333,0,0,426.7291667,158.3125,568.7708333,432.7708333,961.5416667,269.0208333,13.9375,184.3125,1326.708333,1119.395833,699.1041667,582.9166667,1143.041667,147.625,1364.625,230.9791667,0,766.8333333,112.2708333,36.10416667,332.0416667,267.6666667
LTB4R2,14.35416667,0,54.60416667,35.89583333,34.04166667,0,30.45833333,15.16666667,33.97916667,34.625,37.35416667,15.1875,74.22916667,0,0,0,0,8.625,38.66666667,5.145833333,1.604166667,1.354166667,0,46.04166667,0,0,0,0,23.9375,3.75,0,41.64583333,0,87.20833333,0,12.52083333,21.6875,35,25.60416667
DRAIC,3.979166667,0,0,1.833333333,42.60416667,0,0,6.645833333,12.72916667,5.604166667,4.291666667,1.854166667,15.125,0,441.6041667,87.04166667,0,0,25.14583333,5.145833333,3.25,8.791666667,0,0,0,0,98.22916667,0,1733.3125,92.47916667,0,0,0,0,20.79166667,132.5833333,0,4.541666667,60.45833333
AMPD3,250.625,111.3125,214.8958333,174.0833333,69.60416667,330.9375,202.7916667,288.4375,272.0833333,158.4375,264.9791667,271,243.0208333,251.1458333,410.4583333,0,183.25,177.1875,573.7708333,539.8333333,6.916666667,358.375,104.125,282.2291667,424.0833333,185.3958333,1209.020833,29.0625,2515.895833,757.2708333,317.7916667,103.2916667,102.2916667,87.20833333,376.5,853.8958333,292.2708333,94.1875,267.6666667
PCLO,1413,326.5833333,1230.75,1398.229167,3247.916667,1151.895833,47.1875,2340.729167,1911.625,894.8333333,1446.6875,916.7291667,1847,1865.666667,128.7083333,331.7708333,156.7916667,905.1875,1409.458333,1739.104167,2696.833333,1799.083333,139.2916667,1361.229167,1267.395833,1814.541667,1878.604167,2466.416667,8256.395833,2315.833333,985.8958333,1028.9375,781.6458333,1693.625,1306.708333,1449.458333,1090.3125,1330.125,1799.083333
HTR1F,30.85416667,0,28.95833333,23.89583333,0,0,40.45833333,0,2.6875,13.64583333,22.25,19.66666667,0,156.375,224.7291667,0,0,0,25.14583333,273.3958333,186.6041667,4.8125,223.3541667,26.60416667,6.666666667,116.2708333,14.85416667,0,722.1041667,9.333333333,0,0,230.9791667,0,46.97916667,0,14.27083333,8.4375,4.645833333
SLC24A4,36.8125,102.8541667,37.95833333,54.375,0,16.22916667,28.04166667,16.33333333,8.166666667,15.77083333,16.4375,52.5625,0,0,377.1458333,0,0,121.4166667,199.875,148.3333333,270.7083333,764.125,496.7291667,26.60416667,114.1875,132.9375,527.4583333,285.5833333,213.125,324,441.2083333,0,48.58333333,0,275.1875,523.8958333,58.95833333,109.9375,156.9166667
MT1F,1.625,0,25.95833333,50,1009.0625,92.125,5.583333333,12.58333333,66.20833333,34.33333333,19.4375,12.8125,74.22916667,0,97.58333333,0,0,367.4583333,9.979166667,0,2.354166667,1.354166667,58.91666667,3.708333333,0,5.375,0,14.39583333,0,104.7708333,0,0,75.625,183.7291667,4.604166667,12.52083333,3.375,0,3.416666667
LINC00936,2.666666667,14.83333333,16.47916667,13.625,43.875,0,15.79166667,5.729166667,5.6875,22.91666667,5.916666667,22.97916667,39.10416667,0,147.3125,125.9166667,0,66.54166667,19.0625,230.375,5.3125,15.85416667,0,13.9375,10.875,12.95833333,3.0625,0,0,3.75,0,6.020833333,230.9791667,87.20833333,7.0625,25.66666667,14.27083333,47.72916667,11.47916667
VSX2,45.6875,24.79166667,0,9.625,0,0,0,0,8.166666667,3.875,10.83333333,4.0625,0,0,59.16666667,0,0,0,167.75,251.4791667,11.29166667,3.520833333,0,0,0,72.70833333,4.416666667,46.22916667,0,9.333333333,102.5,588.0416667,153.6875,0,0,0,7.895833333,8.4375,253.625
NUDT6,13.02083333,0,35.95833333,57.14583333,54.29166667,21.1875,69.91666667,35.16666667,60.5,41.16666667,19.4375,26.89583333,15.125,0,0,0,0,0,38.66666667,402.2708333,45.33333333,15.85416667,0,21.35416667,54.70833333,5.375,3.0625,0,0,0,48.41666667,0,0,0,46.97916667,12.52083333,0,0,3.416666667
